Make,Model,Year,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Temperature_C
Chevrolet,Bolt EV,2017,SUV,70.8,85.7,381,205.2,0.4,778,19.26,69286,84.4,32.1
BMW,i3,2019,Truck,106.3,70.8,469,221.7,0.67,1767,16.57,39951,57.3,1.4
Nissan,Leaf,2017,Sedan,81.1,93.4,473,44.1,2.34,1237,23.19,114037,46.6,-0.3
BMW,i4,2016,Hatchback,109.7,88.7,446,126,0.95,1108,12.54,152771,77.2,-5.8
Tesla,Model 3,2017,Sedan,78.5,92.7,374,43.6,2.18,1217,23.09,101382,75.1,39.8
BMW,iX,2020,Hatchback,64,79.5,373,208.6,0.36,678,12.74,230587,94.9,20.5
BMW,i3,2016,SUV,116.6,75.6,663,144.9,1.03,1226,24.28,205300,69,7.3
BMW,i4,2018,Sedan,108.6,78.6,457,66.6,1.74,720,15.24,70788,30.9,8.8
BMW,i3,2019,SUV,56.6,90.7,234,97.4,0.71,1498,18.21,213050,61.8,19.4
Mercedes,EQS,2019,Hatchback,105.3,74.6,492,170.8,0.69,1556,14.91,21760,63.5,27.3
BMW,iX,2021,SUV,95.1,79.8,503,175.4,0.65,1089,22.85,51883,47.9,33.8
Mercedes,EQC,2015,Hatchback,89,99.5,442,105.5,1.11,1285,15.29,91248,40.5,3.1
Kia,Niro EV,2018,Hatchback,58.4,87.9,310,78.1,0.94,1734,16.07,14398,92.1,3.5
Volkswagen,ID.4,2018,Hatchback,37.6,77,157,65.9,0.65,704,17.32,166156,48.3,34.8
Volkswagen,ID.3,2016,SUV,46.1,71.1,223,247.4,0.2,603,19.73,192089,71.6,22.9
Nissan,Ariya,2016,Sedan,104.3,73.9,444,64.6,1.93,1028,16.37,147298,51.1,5.3
Volkswagen,ID.4,2016,Truck,93,84.7,416,133.1,0.8,1449,19.26,74049,31.3,-7.4
Chevrolet,Bolt EV,2021,SUV,94.1,94.5,466,54.3,2.26,1285,13.9,106738,54.4,-9.7
BMW,i4,2018,Truck,45.9,93.8,261,61.5,0.85,285,23.44,65149,85.2,22
BMW,i3,2024,Hatchback,62.4,91.8,355,115.3,0.76,998,13.39,110799,54.4,32.8
Volkswagen,ID.4,2024,Truck,112.5,88.1,598,138.5,1.02,901,21.21,237321,70.4,17
BMW,i4,2016,SUV,109.2,91.4,608,195.9,0.76,1753,15.19,230948,51.1,6.4
Nissan,Ariya,2015,Sedan,94.2,80.3,487,248.2,0.49,1159,20.58,20020,95.1,-6.9
Volkswagen,ID.4,2021,Truck,51.5,82.7,279,82.5,0.77,1577,19.29,230544,81.7,22.8
Audi,Q4 e-tron,2017,Hatchback,57.7,84.8,306,59.3,1.11,1629,16.87,71314,44.9,11.6
Ford,Mustang Mach-E,2015,SUV,77.4,85.1,375,218.3,0.38,1052,24.54,174040,52.1,-3.4
BMW,iX,2020,Sedan,76.6,75.3,315,98.9,0.94,959,12.13,170206,84.8,37
Hyundai,Ioniq 5,2020,Hatchback,42.7,70.9,229,215.4,0.22,805,17.45,58246,83,5.7
Mercedes,EQS,2023,Truck,70.1,74.1,382,72.1,1.31,893,24.05,122575,36.8,39.5
Tesla,Model S,2017,Hatchback,72,77.6,395,233.7,0.42,1268,12.73,103716,55,33
Tesla,Model S,2016,Hatchback,72.8,95.9,299,238.8,0.41,1668,24.34,127699,61.1,-8.1
Chevrolet,Bolt EUV,2015,SUV,71.1,93.2,314,154.4,0.55,787,14.54,50932,96.5,28.9
Mercedes,EQS,2022,Hatchback,115,84.4,487,173.7,0.9,1267,19.09,192740,67.7,3.1
Tesla,Model X,2017,SUV,93.9,79.8,481,184.6,0.66,1799,13.15,209037,60.4,15.6
Mercedes,EQC,2023,SUV,107,93.5,602,247.6,0.49,257,12.66,61546,32.5,16.7
Mercedes,EQS,2019,Sedan,110.9,92.5,652,65.2,2.04,1318,17.09,193811,69,15.5
Tesla,Model X,2018,Sedan,54.4,82.2,228,238.8,0.25,374,24.39,5389,70.7,26.5
BMW,iX,2017,Sedan,75.3,78.7,301,25.6,3.84,1895,17.85,10332,98,26.3
Chevrolet,Bolt EUV,2022,Hatchback,71.4,75.4,308,97.3,0.87,678,19.76,148489,35.3,25.9
Audi,Q4 e-tron,2017,SUV,78.9,72.7,388,53.5,1.96,850,21.9,129177,49.9,4
Mercedes,EQS,2023,SUV,80.8,99.8,327,229.7,0.39,280,15.47,135041,75.4,29.4
Chevrolet,Bolt EUV,2020,Truck,42.7,89.6,251,151.7,0.31,1562,16.08,181550,81.3,33.8
Volkswagen,ID.3,2022,Truck,112.8,99.8,623,200.4,0.75,1782,24.75,105338,51.8,34.3
Audi,e-tron,2022,SUV,51.4,72,250,104.6,0.66,983,24.42,185173,34.7,6.3
Nissan,Ariya,2017,Hatchback,54.8,92.3,286,174.6,0.36,1685,22.8,107542,51.8,15.5
Ford,F-150 Lightning,2021,SUV,114.4,72.4,494,218.4,0.63,1360,14.26,95907,97.2,17.4
Chevrolet,Bolt EV,2018,Sedan,35.7,79.5,171,176.1,0.29,1044,14.51,44123,49.3,22
Volkswagen,ID.3,2024,Hatchback,37.4,94.3,156,113.5,0.41,1076,17.19,75621,44.3,-7.9
Ford,Mustang Mach-E,2018,SUV,36.6,89.8,214,28.8,1.58,1731,17.95,71461,45.9,-6.3
Volkswagen,ID.3,2023,Hatchback,113.6,90.7,660,49.6,2.53,1947,17.17,22507,66.2,13.8
Hyundai,Kona Electric,2016,SUV,119.9,81.8,540,54.9,2.64,1232,24.23,11788,57.1,30.1
Mercedes,EQS,2021,Sedan,54.3,96.5,299,95.7,0.67,1003,23.81,79090,67.4,-3.4
Tesla,Model 3,2023,Hatchback,64.9,86.1,375,122,0.66,863,23.91,167282,81.6,29.2
BMW,i3,2016,Hatchback,49.9,85.5,263,220.1,0.3,350,22.21,26251,45.7,30.6
BMW,i4,2019,Truck,36.9,72.9,205,214.7,0.19,777,19.08,207971,40.6,26.3
Nissan,Leaf,2015,Truck,30.7,85.6,141,24.7,1.53,720,19.37,51698,54.4,22.9
Tesla,Model S,2019,Sedan,104.5,76.9,569,151.9,0.97,318,20.06,141590,79.6,-4.4
Volkswagen,ID.4,2021,Truck,57.1,74.4,229,147.8,0.41,1235,24.69,127478,62.4,28.9
Mercedes,EQC,2015,SUV,111,77.1,605,75.3,1.67,1524,22.02,47440,81.6,18.7
Mercedes,EQS,2015,Sedan,77.9,87.8,465,246.4,0.37,1307,19.24,78785,95.6,-5.8
Hyundai,Ioniq 5,2022,Hatchback,108.3,95.2,443,40.9,3.16,932,15.87,127673,98.3,-2.8
BMW,iX,2024,Hatchback,38.5,76.4,174,159,0.27,625,17.79,9437,75.6,4.6
Kia,Niro EV,2016,Hatchback,50.7,79.3,247,62.2,0.96,394,15.09,79599,61.3,8.4
Ford,Mustang Mach-E,2021,Hatchback,108.9,96,641,41.1,3.73,1085,23.25,207143,68.9,21.9
BMW,i3,2019,Sedan,104.6,98.1,584,221,0.63,762,16.1,159129,72.3,-7.4
BMW,i3,2021,SUV,83.6,96.6,417,247.2,0.47,612,20.34,85010,33.4,33.1
Nissan,Ariya,2021,Truck,45.9,74.2,243,228.3,0.28,476,18.32,243177,86.9,27.9
Chevrolet,Bolt EUV,2022,Sedan,103.2,92.4,538,68.1,2.04,1050,24.92,44534,43.1,9.2
Audi,Q4 e-tron,2022,Hatchback,89.3,89.4,403,204.5,0.47,1719,13.98,127161,92.9,14.1
Ford,Mustang Mach-E,2023,SUV,112.3,76.5,642,27.4,5.36,553,14.73,85496,39.3,21.3
Tesla,Model S,2019,Hatchback,72.6,81.7,299,129,0.74,241,21.41,148933,36.1,16.5
Chevrolet,Bolt EUV,2019,Hatchback,78.2,87.1,399,191.4,0.55,1836,18.1,204899,49.6,4.4
Volkswagen,ID.4,2024,Sedan,61.8,81.3,342,149.8,0.52,574,21.53,57947,83.6,1.6
Volkswagen,ID.3,2024,Truck,34.2,91.2,187,25.6,1.6,780,22.42,232893,65.1,-6.7
BMW,i3,2015,Truck,107.5,82.9,441,148.2,0.77,1833,20.72,36715,52.1,-7.6
BMW,i4,2023,Sedan,115.3,77.4,466,128.1,1.19,564,22.37,115997,65.8,-6.5
Ford,F-150 Lightning,2021,Sedan,71.1,71.5,340,211.7,0.46,1693,24.45,80737,93,10.5
Audi,e-tron,2016,SUV,41.4,86.1,185,119.1,0.4,1643,20.28,144684,92.5,6.6
Audi,Q4 e-tron,2019,SUV,75.8,79.4,450,202.4,0.47,1643,23.24,35437,99.3,26.4
Tesla,Model Y,2020,Hatchback,61.2,79.1,323,152.8,0.43,865,19.4,125129,94.9,-2.1
Ford,Mustang Mach-E,2021,Sedan,65.4,82,287,82.9,1.01,1367,18.02,214556,47.6,37.7
Chevrolet,Bolt EV,2023,SUV,73.6,97.9,362,171.6,0.49,1805,24.68,174676,47.3,7.8
Kia,EV6,2021,Truck,75.9,95.1,387,86,1.2,504,12.17,189853,72.2,21.6
Tesla,Model 3,2021,SUV,77.5,73.9,435,177.3,0.47,209,19.26,244767,97.4,26.8
Volkswagen,ID.3,2017,Sedan,80.9,73.3,455,139.2,0.8,457,13.72,231534,54.9,29.5
Audi,Q4 e-tron,2016,Truck,105.1,91.3,542,37.1,3.23,607,19.22,163799,81.5,8.3
Tesla,Model Y,2020,Truck,99.2,78.1,397,249.3,0.53,367,14.74,80651,72,34.4
Volkswagen,ID.4,2018,SUV,48.7,90,287,225.3,0.27,1578,16.05,21863,54.3,6.5
Volkswagen,ID.3,2024,SUV,60.1,74.1,336,121.4,0.56,649,23.65,105937,42.3,2
Nissan,Leaf,2015,SUV,32.8,90.9,166,99.5,0.38,820,20.22,143667,88.7,37.4
Kia,Niro EV,2021,Hatchback,75.5,80.5,425,17.3,5.81,1553,24.1,65115,73.1,20.4
BMW,i4,2018,Truck,83.3,98.7,465,93.6,1.21,1847,21.01,166362,98,26.2
Audi,e-tron,2022,SUV,76,81,372,226.5,0.45,1600,14.51,37126,94.4,-6
Hyundai,Kona Electric,2021,SUV,42.6,76.2,194,14.1,3.23,1529,19.67,208416,41.1,-2.9
Ford,Mustang Mach-E,2023,Sedan,59.3,87,246,188.9,0.36,271,22.89,14437,83.1,37.3
Mercedes,EQS,2018,Truck,79.4,81,455,88.3,1.22,876,23.85,137922,56.5,-7.3
BMW,i4,2020,Truck,118.9,85.9,610,210.8,0.69,1592,15.24,245681,76,11.7
Mercedes,EQC,2017,SUV,60.4,89.8,334,96.1,0.82,852,22.24,184117,34,39.5
BMW,iX,2017,Hatchback,74.8,74.8,336,181.1,0.56,697,21.84,82156,70.3,21.9
Tesla,Model X,2021,Hatchback,80.2,90,329,193,0.57,1560,20.81,54715,64.5,29.9
Volkswagen,ID.3,2017,SUV,79.5,71.9,345,38,2.66,244,24.05,178837,97.4,24.4
Chevrolet,Bolt EV,2017,Hatchback,61.3,85.8,263,16.7,3.88,504,22.02,117528,98.1,26.1
Volkswagen,ID.4,2023,SUV,48.9,91.7,249,233.7,0.27,1593,15.97,50819,66.5,29.6
Chevrolet,Bolt EV,2018,Truck,30.2,99.6,149,215.9,0.15,595,23.4,194461,92.7,5.7
Ford,F-150 Lightning,2019,Sedan,55.6,90.6,231,108.9,0.62,995,23.67,152922,53.6,10.2
Nissan,Leaf,2018,Sedan,53.7,72.1,283,21.1,2.83,407,23.31,249385,63.1,31.6
Chevrolet,Bolt EUV,2015,Sedan,109.6,85.6,526,227.4,0.67,984,24.82,151474,72.6,0
Ford,Mustang Mach-E,2024,Hatchback,53,95,259,246.9,0.3,518,12.68,241580,68.9,11.9
Nissan,Leaf,2024,SUV,108.8,80.8,529,63.8,2.11,1053,15.83,211534,64.9,1
Volkswagen,ID.3,2022,Truck,77,75.2,350,30.8,3.54,225,19.81,125925,97.5,14
Audi,Q4 e-tron,2021,Hatchback,102.2,88.9,551,247.9,0.49,1681,24.86,246242,76.7,22.1
Volkswagen,ID.3,2022,Truck,51.7,91.4,283,185.4,0.39,1886,24.08,102552,63.3,-9.1
Nissan,Leaf,2016,Truck,102.5,70.2,508,21.1,6.25,384,23.97,242023,46.9,37.7
Kia,Niro EV,2022,Sedan,65.9,76.9,372,70.4,1.31,319,20.46,185587,79.9,32.3
Hyundai,Kona Electric,2016,Sedan,110.1,91.7,472,115.8,1.14,965,18.28,129220,62,37.4
Audi,e-tron,2024,Truck,45.5,84.2,271,164.8,0.38,903,18.97,24227,86.2,5.7
Tesla,Model X,2015,Sedan,33.4,83,140,63.8,0.58,1511,17.92,67534,43,15.9
Kia,EV6,2023,Sedan,43.7,75.5,215,92.9,0.58,700,18.6,25459,42.7,29.1
Tesla,Model S,2016,Sedan,35.9,94.9,178,12.3,3.81,751,15.4,165813,55.4,29.3
Volkswagen,ID.3,2017,SUV,37.6,91.1,186,43,1.14,792,13.66,241606,47.9,27.8
Hyundai,Kona Electric,2022,SUV,107.9,96.2,617,47.6,2.97,1281,13.88,149153,39.2,0.8
Mercedes,EQC,2022,Hatchback,67.2,73.1,398,196.8,0.39,1452,17.3,123891,48.9,-9.3
BMW,i3,2020,Hatchback,32,86,177,67.9,0.54,1008,19.97,200954,55.5,29.2
Audi,Q4 e-tron,2018,Hatchback,50.9,81.6,211,91.6,0.69,722,18.91,70785,93.5,21.7
Tesla,Model Y,2024,Hatchback,86.1,87.9,488,78.2,1.3,291,18.31,135865,88.1,21.1
Kia,Niro EV,2021,Hatchback,37.5,89.2,191,20.6,2.05,1508,23.5,173476,68.2,4.9
Mercedes,EQS,2020,SUV,37.8,70.6,183,126,0.33,651,13.4,189640,46.7,-2.6
Volkswagen,ID.4,2022,Sedan,51.1,73.3,301,159.8,0.45,303,21.94,109534,67.8,10.3
Mercedes,EQC,2020,SUV,42,82.1,245,22.6,1.96,1972,14.02,12120,33.2,-5.8
Mercedes,EQC,2021,SUV,101.7,97.7,602,94.9,1.17,1318,13.85,88025,89.6,-9.7
Hyundai,Kona Electric,2019,Sedan,91.1,91.9,410,51.7,2,1159,16.16,200511,45,19
BMW,i3,2017,Sedan,96.9,82.1,503,130.7,1,1175,14.94,24330,38.5,13.4
Hyundai,Kona Electric,2015,Hatchback,101.9,88.8,428,223.1,0.49,1983,13.72,242919,64.5,0.8
Hyundai,Ioniq 5,2019,SUV,100.3,93.5,548,216.4,0.53,654,23.77,205692,78,10.3
Nissan,Ariya,2019,Hatchback,116.7,77.7,593,52.9,2.83,1937,13.7,46730,83.1,3.4
Audi,Q4 e-tron,2023,SUV,82.3,77,339,229.2,0.4,1755,18.19,22448,88.2,16.7
Hyundai,Ioniq 5,2016,SUV,92.2,93.5,442,52.7,2.47,1222,15.5,101195,59.8,15.4
Hyundai,Ioniq 5,2022,Truck,91.5,89.1,499,187.5,0.59,1611,14.91,138251,64.8,31.6
Kia,EV6,2021,Hatchback,35.1,82.5,178,66.6,0.64,1298,23.27,82064,70.6,23.3
Tesla,Model Y,2019,SUV,55.3,71.5,223,233.6,0.31,1581,24.92,192037,62.7,3.1
Kia,EV6,2020,Truck,56,90.4,280,64.1,1.05,1695,16.51,43984,46.7,-7.4
Tesla,Model Y,2016,Hatchback,108.7,89,643,78.9,1.47,626,16.08,241904,93.2,-9
Hyundai,Ioniq 5,2021,Truck,43.1,86.6,256,199.1,0.24,878,23.76,188046,41.9,14.7
Kia,EV6,2019,SUV,60.2,78.8,295,74.1,1.04,850,18.76,58664,85,-1.2
Tesla,Model 3,2021,Hatchback,35.8,90.2,172,129.1,0.35,1666,22.37,166689,43.5,36.6
Audi,e-tron,2021,Truck,70.5,96.1,329,184.6,0.44,309,15.8,184970,37.9,24.1
Audi,Q4 e-tron,2018,Truck,90.7,91.8,364,35.5,3.01,634,23.82,171163,89.9,32.5
Kia,Niro EV,2018,Sedan,82,87.6,455,64.3,1.53,1449,13.23,167974,60.9,-4.7
Hyundai,Ioniq 5,2022,SUV,114.2,88.9,627,169.8,0.78,1731,21.48,206816,59.9,-2
Mercedes,EQC,2024,Sedan,74.5,99.5,328,119,0.82,1962,17.66,241818,70.5,23.1
Ford,F-150 Lightning,2016,Sedan,83.3,94.7,383,72.2,1.28,376,20.13,31507,30.1,23.1
BMW,i3,2018,Hatchback,102.5,86.7,499,129.7,0.88,1181,19.73,202213,72.7,-2
Kia,EV6,2021,Truck,39.4,80.8,212,225.5,0.22,1785,13.36,7676,44.2,19
Chevrolet,Bolt EV,2019,Truck,42.6,94.4,226,185,0.28,371,24.6,97928,41.8,35.8
Ford,F-150 Lightning,2019,Truck,119.3,95.5,544,238.8,0.53,712,13.06,144518,91.8,37.9
Volkswagen,ID.3,2021,Sedan,69.5,88.1,347,27.7,3.03,1247,13.08,30526,47.2,26.3
Hyundai,Ioniq 5,2024,SUV,57.6,84.1,290,53.6,1.33,340,14.15,70055,94.6,17.7
Audi,e-tron,2016,Hatchback,80.1,95.2,470,77.5,1.34,734,16.72,173766,60.1,13.9
Hyundai,Kona Electric,2023,Truck,99,96.9,568,122.3,0.87,1082,13.53,238242,59.7,2.1
Kia,EV6,2015,Sedan,91.6,84.2,405,213.5,0.55,703,19.85,130764,98.3,20.4
Mercedes,EQS,2023,Sedan,115.8,96.3,518,127.9,1.26,1401,21.23,34108,47.2,4.2
Mercedes,EQC,2018,Truck,102.8,82.2,549,130,1.01,1769,12.94,97119,49.7,-1.5
Hyundai,Kona Electric,2018,Truck,63.6,74,307,195.4,0.46,1627,22.33,181070,34.5,1.7
Tesla,Model Y,2018,Hatchback,84.4,72,461,123.1,0.78,977,22.9,59221,63.9,1.8
Nissan,Leaf,2020,Sedan,52.1,87.2,272,147.2,0.49,1129,12.51,42945,91.5,31.8
Ford,F-150 Lightning,2022,SUV,55.9,83.4,231,104.7,0.69,743,15.44,187645,82.9,13.8
Mercedes,EQC,2019,SUV,82.4,97,482,185.7,0.5,1625,17.34,236030,47,4.9
Hyundai,Kona Electric,2017,SUV,106.3,81.9,531,21.5,6.58,1243,20.99,171729,46.2,29.6
BMW,i4,2017,Sedan,54.3,72.7,238,248.1,0.27,309,24.08,112919,44.3,14.9
Hyundai,Kona Electric,2020,Sedan,81.5,79.6,440,167.5,0.61,753,20.99,20639,96,36.1
Hyundai,Ioniq 5,2020,Hatchback,100.4,97.1,492,79.4,1.6,1240,22.94,32807,52.2,20.2
Nissan,Leaf,2019,Hatchback,65.1,82.5,275,13.4,6.77,1948,24.45,178793,34.8,27.1
Ford,Mustang Mach-E,2019,Hatchback,97.8,90.3,400,168.7,0.71,595,19.89,56207,60.8,3.8
BMW,i3,2018,SUV,66.2,91.9,376,205.4,0.34,262,19.23,221557,75.7,-7
Volkswagen,ID.3,2016,Truck,76.2,97.3,358,91.3,0.92,1248,13.01,162855,75.6,1.2
Audi,Q4 e-tron,2024,SUV,68.8,97.8,335,82.2,1.17,1699,22.84,36544,48.8,32.9
Mercedes,EQC,2023,Hatchback,96.7,82.2,431,34.5,3.26,639,20.78,54899,97.3,25.9
Chevrolet,Bolt EUV,2021,Truck,32.2,72.4,170,98.1,0.46,1213,24.15,134886,94.1,-7.6
Tesla,Model 3,2017,Truck,116,85.1,584,246.2,0.65,1515,14.47,53896,63.1,3.5
Chevrolet,Bolt EV,2024,SUV,68.8,90.3,352,214.1,0.35,1765,20.83,40950,49.5,37.3
Audi,e-tron,2023,Hatchback,57.5,84.3,241,52.4,1.53,581,17.78,145697,94.1,-6
BMW,i3,2024,SUV,96.4,70.4,479,88.8,1.53,1778,22.88,35270,53.3,4.9
Tesla,Model S,2018,Sedan,104.8,94.5,453,124.3,1.19,1723,24.92,82987,46.6,31.1
Audi,e-tron,2020,Truck,66.6,94.6,292,50.9,1.48,1424,17.72,102412,83.9,12.2
BMW,i3,2019,Hatchback,37.1,94.9,207,120,0.42,1498,16.87,39136,94.4,20.1
BMW,i3,2016,SUV,50.5,77.1,279,15.5,3.64,236,18.91,222770,99.8,39.3
Nissan,Ariya,2023,Truck,82.1,94.2,371,111.3,0.88,1682,20.48,158372,46.6,14.4
Kia,Niro EV,2020,Sedan,79.2,72.2,428,205.4,0.52,1009,19.47,12650,58.8,5.1
Tesla,Model S,2023,Truck,84.7,94.5,507,21.7,4.41,1870,20.2,141759,80.1,24.8
Mercedes,EQC,2016,SUV,33.8,89.3,172,48.1,0.84,373,14.72,20913,61.4,14.6
Chevrolet,Bolt EUV,2018,Sedan,112.9,78.8,464,230,0.65,772,18.7,13406,98.3,6.6
Ford,F-150 Lightning,2023,Sedan,45.2,94.1,256,176.1,0.3,389,16.96,37035,81.6,20.1
Kia,Niro EV,2022,SUV,67.2,71,393,183.4,0.44,1801,21.19,154021,37.6,29.7
BMW,iX,2015,Truck,46.7,76.3,214,99.5,0.54,1811,17.65,245344,64.9,-2.3
Nissan,Leaf,2017,Truck,34,78.8,189,126.7,0.29,1983,23.02,11520,80.8,19.8
Tesla,Model X,2019,Hatchback,32.8,81,133,131.5,0.31,541,20.47,157549,48,20.2
Volkswagen,ID.4,2024,Sedan,94.3,81.5,530,11.6,9.58,927,12.82,206668,74.1,23.2
Tesla,Model X,2023,Hatchback,72.7,88.6,412,126.5,0.74,789,17.01,133787,54.3,13.3
Ford,Mustang Mach-E,2018,Truck,61.7,71.5,318,53,1.47,527,19.91,44218,89.5,23.5
Volkswagen,ID.4,2024,SUV,53.4,86,225,234.5,0.25,230,12.55,104008,34.3,16.4
Kia,EV6,2018,Truck,36.8,94.9,154,234.2,0.2,1713,23.31,113135,96.5,16.7
Ford,F-150 Lightning,2015,Hatchback,56,91.3,279,158.3,0.5,1816,24.38,8160,35.4,-9
Audi,e-tron,2016,Sedan,34.7,88.7,179,61.1,0.6,1461,14.24,199648,76.1,10.3
Hyundai,Ioniq 5,2021,Truck,74,81.3,346,52.3,1.81,285,12.31,84975,77.1,-2.3
Audi,e-tron,2019,Sedan,37.1,98.4,214,31.3,1.41,1424,13.23,162180,64.4,2.3
Tesla,Model S,2019,Truck,113,80.8,662,158.5,0.89,1219,15.69,205091,61.8,31.5
Audi,e-tron,2015,Truck,44,79.4,258,91.7,0.61,726,18.51,243089,98.1,37.4
Audi,Q4 e-tron,2022,SUV,106.6,80.9,493,202.4,0.56,713,14.6,126924,57.4,5.5
Volkswagen,ID.3,2024,Hatchback,55.7,81.1,331,11.8,6.08,1962,24.15,39226,81.1,21
BMW,iX,2017,SUV,76.5,98.2,404,126.4,0.7,545,13.23,225263,69.4,33.2
Mercedes,EQS,2024,Truck,74,71.6,389,236,0.39,736,19.95,210956,41.3,5.4
BMW,i3,2015,Hatchback,51.7,71.8,239,78.6,0.82,1366,15.79,220612,63.9,12
Ford,F-150 Lightning,2019,Sedan,104.2,71.8,531,81.6,1.71,1970,24.02,110431,34,26.4
Nissan,Ariya,2022,Hatchback,84.9,83.7,464,230,0.42,431,19.04,19066,96.6,15.4
Volkswagen,ID.3,2020,Truck,44.7,90.2,230,19,3.29,1187,17.76,130902,38.9,19.6
BMW,i4,2016,Truck,57,77.5,295,123.6,0.58,711,13.52,56113,32.6,11.4
BMW,i4,2015,Sedan,116.9,95.6,697,173,0.72,531,24.35,87830,72.7,9
Chevrolet,Bolt EUV,2024,Hatchback,32.4,73.4,192,219.7,0.18,442,24.02,8740,37.8,-5.5
Audi,e-tron,2022,Sedan,100.1,80.8,597,204.3,0.57,1661,12.63,6082,32.3,-4.4
Audi,e-tron,2021,Truck,50.7,94.1,251,156.9,0.45,1027,15.73,135606,45.7,24.9
Chevrolet,Bolt EV,2023,Sedan,75,84.8,438,138.6,0.63,1000,15.01,69627,31.7,15.7
Tesla,Model X,2018,SUV,31.8,82.2,180,70.8,0.63,1146,14.41,26595,34.5,2.1
Ford,Mustang Mach-E,2023,Truck,84.6,78.8,406,109.5,1.06,280,19.6,236781,48.4,38.2
Volkswagen,ID.3,2019,Sedan,95.9,78.7,445,44.7,2.49,206,24.14,131123,53.2,22.7
Mercedes,EQS,2024,Sedan,107.7,84.5,481,211,0.54,415,15.02,59896,98.8,-7.8
Mercedes,EQC,2017,Sedan,92.2,80.6,488,66.7,1.8,1681,24.09,135329,44.7,21.8
Hyundai,Ioniq 5,2017,SUV,47.7,87.2,233,173.4,0.29,568,15.2,99855,90.5,-0.8
Ford,Mustang Mach-E,2015,Hatchback,118.6,79.5,505,235.2,0.55,1267,18.35,56642,82.6,17.2
Nissan,Leaf,2015,Truck,72.8,92.6,362,213.5,0.39,1808,12.44,243442,72.9,6.3
Chevrolet,Bolt EUV,2020,Sedan,75.1,94.2,340,145,0.65,295,12.98,149096,69.1,6.7
Tesla,Model S,2022,Truck,84.4,95.4,458,225.2,0.52,1517,24.43,195678,57.9,4.7
Audi,e-tron,2016,SUV,31.8,83.5,176,57.7,0.74,845,21.92,57656,77.5,13.5
Ford,F-150 Lightning,2023,Truck,107.8,85.9,495,179.7,0.75,999,16.51,122391,67.1,-2.7
Mercedes,EQC,2017,Sedan,115.3,80.9,672,150.5,0.89,541,20.2,23150,39.8,-6.1
Hyundai,Ioniq 5,2022,Truck,78.8,89.5,396,175.7,0.55,592,24.23,231450,82.9,28.3
Nissan,Ariya,2016,Sedan,42.8,81.1,231,206.3,0.23,1176,16.55,117905,89.4,-6.3
Mercedes,EQS,2020,Truck,62.8,80.3,376,91.4,0.9,1451,14.9,180160,54.1,33
Volkswagen,ID.4,2023,Sedan,64.7,81.5,343,107,0.71,446,16.04,219024,79,30.1
Volkswagen,ID.3,2018,SUV,95.4,83.9,425,144.2,0.87,932,18.71,131160,50.4,25
Mercedes,EQC,2021,SUV,81.2,84.3,374,143.1,0.67,1771,13.69,183254,87.9,33.5
Ford,F-150 Lightning,2016,Sedan,71.9,77.4,288,17.3,5.26,1730,14.64,144426,90.1,0.6
Tesla,Model X,2023,Hatchback,41.2,70.8,213,14.2,3.59,416,14.49,182525,30.3,-6.2
Ford,Mustang Mach-E,2018,SUV,70.4,81.1,397,217.8,0.44,1147,20.89,183707,64.6,22.3
Volkswagen,ID.4,2017,Sedan,64.9,89.3,274,210,0.42,556,15.81,100505,59.4,0.3
Volkswagen,ID.3,2016,SUV,34.5,96.8,147,91.2,0.47,1976,16.67,131423,96.6,37.3
Hyundai,Ioniq 5,2019,Hatchback,117.8,82,669,179.5,0.77,1082,15.19,133802,61.8,2.3
Tesla,Model Y,2015,Hatchback,112.3,70.6,590,155.5,0.86,1177,19.54,53287,76.2,6.6
Hyundai,Kona Electric,2016,SUV,97.7,75.8,462,223.4,0.47,495,12.18,19828,96.7,37.7
Ford,Mustang Mach-E,2017,SUV,40.1,76.4,228,132,0.32,1426,18.33,41417,53.2,33.9
Nissan,Ariya,2016,Hatchback,37.9,71.8,183,58.9,0.72,1840,16.69,198761,78,-7.2
BMW,iX,2019,Truck,77.5,81.2,369,242.1,0.36,1732,15.02,161305,95.2,34.8
Nissan,Leaf,2022,Sedan,47.8,92.4,253,231,0.23,763,21.37,143026,64.7,8
Hyundai,Ioniq 5,2021,SUV,50.9,71.8,304,218.9,0.28,321,23.85,57143,86.8,8.3
Audi,e-tron,2016,Sedan,110.8,95.4,572,224.6,0.62,638,21.42,203097,39.4,24
Ford,Mustang Mach-E,2023,Sedan,75.2,86.2,409,120.3,0.84,1997,21.08,98856,47.1,36.6
Chevrolet,Bolt EV,2022,Truck,73.9,84.5,387,194.4,0.44,1215,13.52,38461,46.9,-0.6
Nissan,Ariya,2018,SUV,57.2,90.5,278,58,1.12,1296,22.15,59155,54.9,22.6
Chevrolet,Bolt EUV,2016,Hatchback,63.6,98,375,150.1,0.59,504,22.82,74756,63.8,35.6
Mercedes,EQS,2021,Truck,67.2,81.3,385,26.8,2.99,557,24.63,136364,67.9,1.3
Mercedes,EQS,2023,Truck,76.5,91.8,380,56.2,1.55,1718,12.82,90564,57.7,14.5
